Istasyon,Tarih,PM10,SO2,CO,NO2,NOX,NO,O3
Akcaabat,2/13/2019,39.14300425,11.393743,902.1729,39.67782458,55.00834548,15.33052071,44.81655929
Akcaabat,2/14/2019,53.32776833,12.74201579,1204.470696,46.00578125,58.58092483,12.57514346,27.58449583
Akcaabat,2/15/2019,45.53300708,14.92234088,1478.931542,50.43540792,77.2700059,26.834599,12.629909
Akcaabat,2/16/2019,37.73000625,15.61126248,1211.28625,43.51225435,58.68476757,15.17251196,28.02038542
Akcaabat,2/17/2019,32.00326708,13.59921588,941.3501667,36.48128167,43.03174778,6.55046625,50.28058375
Akcaabat,2/18/2019,44.79121,13.40397833,975.7430833,39.20601958,50.80824957,11.60223042,40.57590792
Akcaabat,2/19/2019,37.93561917,13.66809596,1046.124917,42.74990375,55.5842363,12.83433296,50.07867513
Akcaabat,2/20/2019,38.58916792,11.0873705,923.90375,36.53018683,47.63822357,11.10803575,43.644303
Akcaabat,2/21/2019,44.54100958,15.59969462,981.3605417,40.43433565,48.90536722,8.471032217,52.81021942
Akcaabat,2/22/2019,68.814325,14.78566304,1204.480208,52.75591667,64.96699625,12.2110795,44.69602429
Akcaabat,2/23/2019,61.6992675,15.26957092,1149.502417,49.96815083,68.2082355,18.24008317,45.22405225
Akcaabat,2/24/2019,72.9662075,12.35236229,1283.358667,46.3370575,55.88081717,9.54375975,34.81196079
Akcaabat,2/25/2019,34.89606792,14.28173275,1088.9395,41.88218375,48.91281727,7.03063225,50.9617325
Akcaabat,2/26/2019,37.61863167,13.21159439,1070.925,40.05427818,48.7605093,8.706230559,48.27153957
Akcaabat,2/27/2019,31.88793833,14.15855079,1058.531,41.4440535,49.93382397,8.489770625,57.91407625
Akcaabat,2/28/2019,29.67591292,15.73387187,1076.219261,39.24018625,46.77944871,7.539262208,58.02161458
Akcaabat,3/1/2019,40.11600842,16.99632596,986.7912917,51.76472638,67.58029348,15.81556733,51.32616625
Akcaabat,3/2/2019,42.1896625,13.47652709,1040.738417,44.4334613,53.05304231,8.619582565,56.33967
Akcaabat,3/3/2019,27.83659813,14.11181667,1024.092667,38.37048833,43.82532292,5.454834458,65.23918333
Akcaabat,3/4/2019,34.46515333,10.12958296,936.971625,34.82146704,43.52769607,8.706228458,52.07669
Akcaabat,3/5/2019,58.36489,15.68316792,1103.499958,44.04316739,61.22994684,17.18678,42.85890625
Akcaabat,3/6/2019,36.22763513,14.51598754,878.7455,42.42364521,49.89904923,7.475406292,69.611425
Akcaabat,3/7/2019,25.54729263,12.56777129,873.59675,31.87068679,37.32950042,5.458813292,78.56313667
Akcaabat,3/8/2019,33.48417792,10.75943775,854.7589583,34.60507867,42.50889301,7.903814083,70.1457
Akcaabat,3/9/2019,35.94041917,14.01524079,930.4058333,45.00835267,59.41082716,14.40247325,59.986555
Akcaabat,3/10/2019,35.817508,13.01973588,906.1866667,41.46192704,48.24006074,6.778134625,75.7721375
Akcaabat,3/11/2019,41.12762667,12.132079,951.6883333,41.33318008,50.4152574,9.08207375,66.4518325
Akcaabat,3/12/2019,78.94741125,16.118687,1290.115708,66.03347667,105.0780085,39.04453117,44.03175042
Akcaabat,3/13/2019,41.91274125,12.25849,929.5850417,46.51460458,55.35656988,8.841963917,54.87276667
Akcaabat,3/14/2019,21.58244029,10.13659754,845.3062609,33.78386442,39.26960633,5.485742583,64.48714792
Akcaabat,3/15/2019,23.63783279,8.65594675,824.112375,32.73987125,42.27489636,9.535024417,56.24797708
Akcaabat,3/16/2019,28.67624375,10.606493,995.0314167,41.78354696,48.86418385,7.080637348,57.02059417
Akcaabat,3/17/2019,26.70528458,11.18871308,948.9715417,34.48809583,39.89382623,5.405730625,57.66892708
Akcaabat,3/18/2019,26.42753221,9.788857333,734.36725,29.69701017,37.87389159,8.176880375,63.81732542
Akcaabat,3/19/2019,34.2912125,9.880575875,803.66475,33.97825854,44.26250845,10.28425054,55.16956208
Akcaabat,3/20/2019,44.81234125,11.27003175,903.39475,36.82617458,47.06130431,10.23513138,52.32577375
Akcaabat,3/21/2019,56.3004775,11.626094,1071.294292,48.36392625,57.98371401,9.619787583,44.91043875
Akcaabat,3/22/2019,58.96278417,12.27760196,1266.345,58.97730125,78.19539202,19.21808975,34.98728792
Akcaabat,3/23/2019,35.89018125,11.83626421,975.026625,35.19860583,42.17445107,6.975845958,55.36236042
Akcaabat,3/24/2019,23.98153421,13.58391892,915.6180417,33.52373292,38.95458166,5.43084775,69.91956167
Akcaabat,3/25/2019,29.07758458,12.55427142,870.4751667,35.63953242,44.50898967,8.869458,55.89944125
Akcaabat,3/26/2019,30.0422025,10.06313958,835.1235,31.59303875,38.18993699,6.596898208,58.82175083
Akcaabat,3/27/2019,38.0216975,13.85883633,948.5743333,33.4901025,40.3872834,6.897180167,56.89969125
Akcaabat,3/28/2019,37.13292958,13.19281954,978.4466087,43.085325,50.01751359,6.93218875,61.09067667
Akcaabat,3/29/2019,30.40974458,10.33747917,966.1967917,33.953675,39.96721144,6.013537333,60.4651125
Akcaabat,3/30/2019,23.5057125,11.09333048,887.6655833,33.98432957,40.63694781,6.652617217,67.40015958
Akcaabat,3/31/2019,28.19628875,10.83798412,919.5788333,30.51702167,34.07441114,3.557389958,61.06786167
Akcaabat,4/1/2019,38.66482583,10.28304729,984.6091667,35.27977125,40.62004491,5.34027325,52.7313725
Akcaabat,4/2/2019,60.27502375,14.92414504,1478.031667,67.11327292,85.29491591,18.18164192,30.99737208
Akcaabat,4/3/2019,43.21260542,11.80906183,1054.162833,34.49229458,40.23527153,5.742977792,58.14459792
Akcaabat,4/4/2019,50.41365208,9.288013083,1121.97875,46.19362333,53.53466996,7.341047458,52.9782675
Akcaabat,4/5/2019,39.07718417,9.681641583,983.4029167,34.62370875,42.4040662,7.780357417,49.18564583
Akcaabat,4/6/2019,47.57691208,9.632424958,1163.953333,44.01300625,57.53439695,13.52139254,53.17936083
Akcaabat,4/7/2019,56.10145875,13.10249287,1395.517625,55.58129833,77.65755523,22.07625817,40.72328417
Akcaabat,4/8/2019,55.11774708,13.46943721,1403.516667,62.88971625,80.26794386,17.37822629,42.32090458
Akcaabat,4/9/2019,60.20067292,15.42242242,1586.673958,64.02179917,85.69531473,21.673515,41.86774833
Akcaabat,4/10/2019,42.35914542,8.47350025,894.3895417,47.01920125,56.86847174,9.849269583,58.59169208
Akcaabat,4/11/2019,40.1778725,9.032369125,800.6093043,44.58928792,55.3008047,10.71151754,60.96321958
Akcaabat,4/12/2019,26.88564963,7.362626583,776.2888333,35.068345,41.67956005,6.611214625,67.55833917
Akcaabat,4/13/2019,24.96285179,6.237964478,658.6573333,35.43351926,41.28844438,5.85492503,73.07679292
Akcaabat,4/14/2019,34.96433,6.391605625,741.0414583,34.77462333,39.92036403,5.145741625,62.22255292
Akcaabat,4/15/2019,26.53065833,5.179678542,777.3529583,30.28364375,34.4101341,4.126490008,72.16690375
Akcaabat,4/16/2019,17.94799504,6.373588478,827.6564818,35.44051161,43.2242896,7.783777835,63.26850875
Akcaabat,4/17/2019,18.34990808,7.339404375,668.974275,36.57743504,42.4271378,5.849702983,70.98684042
Akcaabat,4/18/2019,27.59149958,7.241565792,740.2174958,34.48589333,40.21144721,5.725553125,54.20397333
Akcaabat,4/19/2019,27.28978958,7.953175875,773.6241042,37.69294375,44.47337451,6.780430375,45.75202667
Akcaabat,4/20/2019,26.70768708,9.671883167,666.7599292,33.05088325,38.87659733,5.825713638,66.31175125
Akcaabat,4/21/2019,20.93444979,7.344132333,692.1960292,30.01271775,35.25265076,5.239933246,64.48028208
Akcaabat,4/22/2019,30.54663542,8.741663083,817.1657292,41.52666087,50.66566995,9.139010167,48.38511375
Akcaabat,4/23/2019,34.302485,8.106243583,722.3390292,33.39305875,40.06983401,6.676775833,57.38415625
Akcaabat,4/24/2019,26.22702071,7.27411175,597.6732167,27.33680783,33.73946154,6.402653833,57.07773542
Akcaabat,4/25/2019,27.25603167,7.206968458,565.1655826,26.38999292,31.59458161,5.204589083,63.63397583
Akcaabat,4/26/2019,27.09660821,7.283390625,573.2183667,29.56796038,37.54632756,7.978366375,60.13238375
Akcaabat,4/27/2019,31.20007833,5.968445522,576.261175,26.68042043,30.11960535,3.439185522,64.33776042
Akcaabat,4/28/2019,42.14581958,6.759864458,841.8078333,43.26019583,51.92446329,8.664269833,52.11708542
Akcaabat,4/29/2019,50.41186167,7.472094083,816.6859167,51.40156458,65.00671232,13.60514675,48.44303792
Akcaabat,4/30/2019,45.55459,6.21213725,514.589775,35.86220392,45.91053163,10.04832967,69.66231042
Akcaabat,5/1/2019,44.63342042,5.837982792,568.8913417,54.35473363,68.74566395,14.39093188,68.28328792
Akcaabat,5/2/2019,48.42260042,4.49163475,552.3039417,35.91673917,40.80061037,4.883872333,68.848585
Akcaabat,5/3/2019,25.4570405,4.327286125,594.5543,37.24780413,41.94152352,4.693718271,74.63204
Akcaabat,5/4/2019,23.45375875,4.121516542,621.9565667,31.95068138,37.74173585,5.791054579,74.62980375
Akcaabat,5/5/2019,21.79105663,4.686370542,636.969325,32.48008879,46.1777704,13.69768046,58.95837125
Akcaabat,5/6/2019,44.0861825,6.840317458,678.4288875,49.60056779,61.78282676,12.18225892,52.30453375
Akcaabat,5/7/2019,42.91618458,4.559809792,543.0202875,35.39046542,40.2507232,4.860257708,71.02778458
Akcaabat,5/8/2019,24.564865,3.959954625,534.1161625,21.66528583,24.12378335,2.458497608,77.28145083
Akcaabat,5/9/2019,12.91108575,3.899216292,559.819413,18.34495167,20.35555664,2.010604842,73.888825
Akcaabat,5/10/2019,16.87810833,3.979489417,622.1278625,24.23891267,28.67718935,4.438277358,53.83216917
Akcaabat,5/11/2019,24.59480083,4.17442713,626.2621417,30.34712665,34.97487942,4.627752791,55.49547083
Akcaabat,5/12/2019,22.85221242,4.02067775,633.2501583,24.53177679,27.84920949,3.317433492,62.35471792
Akcaabat,5/13/2019,15.11090513,4.004093417,596.5883042,19.91655875,22.98524125,3.068682313,69.36867875
Akcaabat,5/14/2019,19.15439529,3.994226958,581.8209083,19.46334704,22.95789689,3.494549342,55.61557625
Akcaabat,5/15/2019,23.33531458,3.638298708,613.490075,25.87463042,30.49400345,4.619373042,53.978375
Akcaabat,5/16/2019,24.11557125,3.531651958,610.7592292,33.11363254,38.9342178,5.8205837,58.6170925
Akcaabat,5/17/2019,32.02385292,3.730538625,595.99385,29.19663821,33.5732702,4.376631846,65.98418958
Akcaabat,5/18/2019,30.08203875,3.863812292,567.6453292,24.59228438,27.24708868,2.654803583,76.327335
Akcaabat,5/19/2019,27.39760938,3.743447542,570.052775,17.84569758,19.63059676,1.784898796,74.52452
Akcaabat,5/20/2019,31.25945917,3.713008542,606.744875,21.93322208,24.47819486,2.544972921,60.42969333
Akcaabat,5/21/2019,23.5160015,3.793784208,562.0935917,20.79241179,23.73868825,2.946277558,64.03078708
Akcaabat,5/22/2019,28.55948917,3.838294208,586.6888042,26.58844125,29.85131647,3.262874758,60.89829083
Akcaabat,5/23/2019,32.26577208,3.666620833,685.7606696,36.37634958,48.22202235,11.8456735,37.67383083
Akcaabat,5/24/2019,25.73730704,3.751678292,566.4522542,27.01529612,32.16215286,5.146856042,50.35141333
Akcaabat,5/25/2019,33.77422833,3.609377217,524.6844708,23.19799943,25.73843965,2.540441252,71.75573792
Akcaabat,5/26/2019,18.6578575,3.335672375,499.99265,14.64392513,16.00709019,1.363165546,76.26559042
Akcaabat,5/27/2019,22.020323,3.870097208,526.0887042,20.33313054,22.66730981,2.334178479,72.50507833
Akcaabat,5/28/2019,21.45825708,3.682855208,535.1731333,20.52545292,22.98973413,2.464280908,70.95847625
Akcaabat,5/29/2019,23.429588,3.717335792,543.03315,27.66939771,30.52505091,2.855653679,78.26932292
Akcaabat,5/30/2019,27.6482425,4.180891625,544.2885,26.71764671,29.34736946,2.629722404,78.64636667
Akcaabat,5/31/2019,22.87325042,4.358740333,504.4730583,19.74401246,21.31429229,1.570279992,94.56228417
Akcaabat,6/1/2019,23.98385125,4.456629875,503.5371583,21.94903167,23.86535565,1.916324863,84.01912875
Akcaabat,6/2/2019,29.87077125,4.034582875,527.65625,20.39911375,22.03927857,1.640164279,80.32340917
Akcaabat,6/3/2019,25.52850167,4.975668708,515.8251,18.39738792,20.50356407,2.106174717,68.49325458
Akcaabat,6/4/2019,24.88030125,4.591992167,526.9833917,18.21815625,20.72580988,2.507653542,58.76054958
Akcaabat,6/5/2019,26.20520667,4.8986355,521.85725,17.97494171,20.20206848,2.227125917,55.80633542
Akcaabat,6/6/2019,26.02376433,4.474778875,541.793087,22.72195208,25.70379042,2.9818385,57.45432292
Akcaabat,6/7/2019,25.34293183,4.337279708,526.7307875,20.29823808,23.1561646,2.857926208,51.47395583
Akcaabat,6/8/2019,27.84578208,3.981725435,554.4927333,21.37424565,24.32656176,2.952315652,66.57981958
Akcaabat,6/9/2019,19.49434267,3.445906542,552.0201208,16.39044796,18.38968398,1.999235708,86.93051542
Akcaabat,6/10/2019,27.91503992,3.835587042,591.4692083,21.00026458,24.64488135,3.644616333,54.5226375
Akcaabat,6/11/2019,29.52376179,3.516872125,590.6750708,18.49611633,23.05279863,4.556681833,51.31829042
Akcaabat,6/12/2019,26.75628437,3.6880605,571.9122792,19.92012258,25.63738736,5.71726525,50.25874125
Akcaabat,6/13/2019,26.70449125,3.659013409,547.6887955,23.48188,28.13747045,4.65559087,46.34157409
Akcaabat,6/14/2019,31.22084,4.043128542,444.5636083,16.50289833,19.4807348,2.97783625,66.89850542
Akcaabat,6/15/2019,32.41123375,3.617905958,482.8729417,18.65025596,21.87772608,3.227469125,63.18374
Akcaabat,6/16/2019,26.14989188,3.656324458,471.2639917,15.45343604,18.06378578,2.610349875,57.56701333
Akcaabat,6/17/2019,22.76711879,3.860632958,457.3147167,12.91006113,15.34349467,2.433433667,60.0317675
Akcaabat,6/18/2019,24.02817404,3.915737875,487.3065167,19.93896679,24.0877342,4.14876775,53.4913575
Akcaabat,6/19/2019,20.09055833,4.063897875,440.8316042,13.43214758,15.6556825,2.223536042,82.64566167
Akcaabat,6/20/2019,25.45525492,3.694314583,503.9374739,18.88580983,21.59407567,2.708265792,73.118665
Akcaabat,6/21/2019,20.18538792,3.665425042,470.2717708,16.56842558,18.99432215,2.425896483,93.5488075
Akcaabat,6/22/2019,24.94251442,3.704502478,476.5665583,14.30231917,16.46396233,2.161643304,77.20127833
Akcaabat,6/23/2019,26.66376042,3.6698915,510.3579292,17.84989525,20.64484878,2.794954458,66.48284833
Akcaabat,6/24/2019,27.33341917,4.20149675,504.1171542,17.57394167,20.32754382,2.753602208,67.25369542
Akcaabat,6/25/2019,27.534365,3.955924792,509.706325,17.27832371,19.81437061,2.536046417,64.3396425
Akcaabat,6/26/2019,31.89887529,3.899914125,542.0785833,21.6695175,25.49346128,3.823943017,48.36848125
Akcaabat,6/27/2019,33.0849875,3.990292167,538.95275,19.75132633,22.72307117,2.971744458,56.93691792
Akcaabat,6/28/2019,34.38143417,4.2562795,508.6977,21.18773138,23.66027988,2.472548767,73.26194458
Akcaabat,6/29/2019,26.71606208,4.248687458,446.114175,18.06981479,20.15975519,2.089940029,82.12913042
Akcaabat,6/30/2019,12.48123905,3.79881925,367.7402917,12.84979917,15.04752363,2.197724596,68.76846583
Akcaabat,7/1/2019,16.02124667,4.379994708,370.1288125,15.27735538,17.84101157,2.563656313,71.79424958
Akcaabat,7/2/2019,17.49435433,4.410809917,367.3315833,15.35243379,17.77683339,2.424399088,75.07842958
Akcaabat,7/3/2019,23.3489675,4.267449958,426.1807208,19.38795358,22.3264601,2.938506179,62.20237042
Akcaabat,7/4/2019,21.08640937,4.193708292,438.3723652,14.76333004,17.13992593,2.376595354,61.53971167
Akcaabat,7/5/2019,22.28968792,4.010042708,436.5421125,15.29244063,17.94351725,2.651076696,57.433425
Akcaabat,7/6/2019,25.73488208,3.991219652,459.3468,18.7666707,21.12485176,2.358181065,67.06994958
Akcaabat,7/7/2019,27.74747542,4.276522875,437.5423125,16.52562975,18.11499223,1.589363038,82.23230833
Akcaabat,7/8/2019,31.04699625,4.148417875,449.6691167,16.69909058,18.62981488,1.930723254,76.66086292
Akcaabat,7/9/2019,26.05946083,4.336277826,449.8526917,19.45675037,22.20321119,2.746461388,78.27593625
Akcaabat,7/10/2019,21.78093913,3.872664286,481.636519,17.22139786,20.84670623,3.625307905,75.53035636
Akcaabat,7/11/2019,24.10621833,3.793092917,417.2129042,14.46696525,16.23788805,1.770923196,72.17089875
Akcaabat,7/12/2019,20.37470032,4.207787958,398.4827167,18.8104581,20.92474719,2.114289567,82.58548208
Akcaabat,7/13/2019,20.05613725,4.650896125,396.8478,16.5669924,19.0352912,2.468300465,77.81141292
Akcaabat,7/14/2019,15.29205075,4.59501325,392.4199708,14.04396871,17.34084329,3.296873286,69.46396125
Akcaabat,7/15/2019,30.61670333,4.679324458,441.4549125,18.82456114,23.68223068,4.857670091,54.07121417
Akcaabat,7/16/2019,18.25115,4.918731542,407.53825,14.606055,17.84190925,3.235854792,67.80208958
Akcaabat,7/17/2019,15.94905042,4.6885015,396.6812167,12.59308052,15.74606543,3.152985667,74.62367958
Akcaabat,7/18/2019,21.52537375,4.340565958,479.6324043,18.98107533,23.55452421,4.573449667,51.17169458
Akcaabat,7/19/2019,27.63309708,4.483750417,498.6765208,25.18587004,30.45618221,5.270312625,53.52212625
Akcaabat,7/20/2019,34.34241458,4.441259435,506.2651625,22.84519448,26.61974422,3.774549174,69.54312458
Akcaabat,7/21/2019,36.74361958,5.533876375,547.3235292,25.94477221,29.6682575,3.723485083,59.73602625
Akcaabat,7/22/2019,40.51694167,4.516631333,553.0780542,28.8122005,35.15396721,6.341766292,60.44567208
Akcaabat,7/23/2019,28.58911208,4.283671348,539.88425,30.12298508,34.76991417,4.646928875,59.57593042
Akcaabat,7/24/2019,35.23326542,4.001024917,543.2464083,21.61483525,25.38210442,3.767269375,60.48763875
Akcaabat,7/25/2019,29.72296846,3.819949625,581.8131833,26.66109523,32.84988077,6.188784545,48.73822667
Akcaabat,7/26/2019,26.18601292,4.20569475,489.8044542,18.71065313,23.52876557,4.818111435,58.16078708
Akcaabat,7/27/2019,27.49489167,4.013628708,468.9450292,15.04500578,19.95178139,4.906775652,56.12780417
Akcaabat,7/28/2019,23.48237417,4.019847375,455.1456792,,,,54.835595
Akcaabat,7/29/2019,23.25358286,3.847325048,449.1847619,16.94174662,21.46538748,4.523640905,60.15499524
Akcaabat,7/30/2019,,,,,,,
Akcaabat,7/31/2019,39.28080792,3.713891958,581.3993583,22.41680796,28.04706429,4.963590083,54.25404292
Akcaabat,8/1/2019,27.28200167,4.062148833,528.8600542,14.30448567,18.98700915,4.682523417,45.8037075
Akcaabat,8/2/2019,33.38103375,4.311845542,596.5956458,18.72841846,24.01850574,5.290087542,45.99626667
Akcaabat,8/3/2019,33.01003875,4.427070125,549.0311625,21.03407779,25.73765397,4.703576625,67.91777125
Akcaabat,8/4/2019,33.79327458,4.034093,509.6460542,15.13160167,19.13028007,3.998679167,70.98523583
Akcaabat,8/5/2019,22.51026987,3.927000458,535.0104583,22.212221,27.90967756,5.697456083,62.94206625
Akcaabat,8/6/2019,21.31961542,4.321221833,483.2298,19.08962046,24.14381707,5.054195708,56.70667
Akcaabat,8/7/2019,19.47042404,4.046588083,468.5674958,17.35067417,21.82997627,4.479301917,61.11329958
Akcaabat,8/8/2019,18.71016008,3.946291833,462.1064958,17.90405367,22.5666263,4.662573,60.53703917
Akcaabat,8/9/2019,25.36188625,3.9177725,511.6802708,22.86256508,28.71776772,5.855202417,51.5206275
Akcaabat,8/10/2019,31.89762417,3.927477708,584.424375,26.76998017,34.38335937,7.613379375,48.51893
Akcaabat,8/11/2019,30.488085,4.136240583,491.5741208,18.31912342,21.75585758,3.436733667,75.89194833
Akcaabat,8/12/2019,,4.677886958,456.9132083,15.93476258,19.8138281,3.879065,82.86109375
Akcaabat,8/13/2019,30.29605708,4.258204,469.7737833,13.92541138,17.40049417,3.475082875,68.32787667
Akcaabat,8/14/2019,27.623495,4.309439667,481.9140583,16.7015015,21.28854299,4.587041042,59.28851667
Akcaabat,8/15/2019,31.24054958,4.210323375,489.1370875,19.78947417,24.45047199,4.660997625,53.17811875
Akcaabat,8/16/2019,31.56312958,4.690168292,547.2862292,26.81470013,34.57314095,7.758441292,46.75160575
Akcaabat,8/17/2019,34.74143292,4.497891875,501.1532333,25.2406995,30.4200205,5.179320917,56.08048958
Akcaabat,8/18/2019,26.26348458,4.437078833,451.6519292,21.339475,25.30437267,3.964897042,53.54207875
Akcaabat,8/19/2019,21.87126625,4.8662345,485.9162,23.35648326,29.0100862,5.653601696,50.45538208
Akcaabat,8/20/2019,18.73419617,4.500251917,504.0230417,18.36317125,23.50848673,5.145315292,50.43161417
Akcaabat,8/21/2019,24.57364958,4.421186917,536.7849958,22.03739063,28.4052865,6.367895667,43.56022833
Akcaabat,8/22/2019,29.48592875,4.346509125,484.4777458,21.29099946,26.30989854,5.018899958,53.07451667
Akcaabat,8/23/2019,,,,,,,
Akcaabat,8/24/2019,30.71455668,3.821282875,,26.19278575,33.17227816,6.979492583,48.624045
Akcaabat,8/25/2019,43.21995083,4.073821667,589.0750083,23.15878483,28.74083828,5.582053125,47.97087083
Akcaabat,8/26/2019,38.44646208,4.283300458,550.8760667,20.83028863,27.3423565,6.512068,43.55569083
Akcaabat,8/27/2019,37.18308667,4.309113833,532.6193125,26.29352917,31.54705877,5.253529042,45.42198917
Akcaabat,8/28/2019,35.87853125,5.161012625,462.1775792,21.16758421,25.22608179,4.058497667,57.72754125
Akcaabat,8/29/2019,36.70920917,4.728282458,448.2866125,19.60132208,26.35345119,6.752128708,57.59993292
Akcaabat,8/30/2019,38.87393875,4.518595792,576.1907,28.17822858,34.50599575,6.327766375,40.0861375
Akcaabat,8/31/2019,32.55147083,4.407178542,518.8798,24.97776888,29.89319195,4.915422917,72.66215083
Akcaabat,9/1/2019,39.66088083,4.584823833,522.6674875,21.68324012,25.24461276,3.561372875,57.81844417
Akcaabat,9/2/2019,24.99702833,4.273681042,497.288425,22.57007958,27.04667643,4.476596708,54.89174
Akcaabat,9/3/2019,27.33313083,4.406513542,505.4617125,19.91293375,23.73839136,3.825457375,64.29807208
Akcaabat,9/4/2019,31.59602583,5.056334083,530.7408958,22.56547421,26.87541659,4.309942833,58.96443583
Akcaabat,9/5/2019,36.72980167,5.131440042,591.5002917,25.04933138,29.81947584,4.770144458,53.98382333
Akcaabat,9/6/2019,38.30011833,4.844472708,605.296475,25.45157171,30.41697532,4.965403583,57.56830542
Akcaabat,9/7/2019,30.33433708,5.152761,546.6264875,24.62030358,29.20499045,4.584687083,61.3859575
Akcaabat,9/8/2019,23.09411708,4.586253125,518.8578625,19.12016013,22.20422558,3.084065542,69.16978167
Akcaabat,9/9/2019,25.78382042,4.504820208,528.5633375,19.99229692,23.86406382,3.871767417,62.00838792
Akcaabat,9/10/2019,21.66927542,4.5907295,535.3746375,19.61168875,23.85706478,4.245376,57.09771542
Akcaabat,9/11/2019,21.35301208,4.728350917,522.5728375,16.80410258,20.38974192,3.585639458,56.83242458
Akcaabat,9/12/2019,23.95822042,4.848834375,526.711275,17.79451058,21.73722107,3.9427105,55.54951625
Akcaabat,9/13/2019,23.09757292,4.648966875,549.823375,19.02724667,23.1698583,4.142612083,51.13296667
Akcaabat,9/14/2019,23.14699333,4.611849708,538.7248083,19.11982658,22.72794728,3.608121333,52.92269667
Akcaabat,9/15/2019,23.33984375,4.947974125,605.1442042,23.14904512,31.49525668,8.346212333,33.66913292
Akcaabat,9/16/2019,26.61081175,4.74459425,557.7680958,24.51829313,31.01589875,6.497606458,52.72812625
Akcaabat,9/17/2019,45.81498333,5.293505625,545.4641292,20.59915675,25.34139679,4.742240083,51.9318175
Akcaabat,9/18/2019,54.44164417,5.146313958,507.1162083,19.50813463,25.05930294,5.551167833,58.59865042
Akcaabat,9/19/2019,42.03300814,4.9076095,485.1968875,17.56061692,21.18393982,3.6233245,78.98465958
Akcaabat,9/20/2019,30.42648761,5.43035825,570.9713,21.75810867,26.62199088,4.863881917,55.92380208
Akcaabat,9/21/2019,17.43998746,5.182339167,600.3775,22.21196979,30.47913334,8.267162917,67.57453208
Akcaabat,9/22/2019,16.08167533,5.039838292,516.7026208,14.14373125,17.09621386,2.952482292,65.08547292
Akcaabat,9/23/2019,25.52112004,5.194105708,548.8536583,17.61529375,22.57969176,4.964397333,52.26489208
Akcaabat,9/24/2019,29.25669242,5.146597625,598.8753708,21.88952254,29.49001954,7.600497125,45.33269638
Akcaabat,9/25/2019,50.30994708,5.428747318,601.2073261,,,,50.59455792
Akcaabat,9/26/2019,35.57338958,4.976794375,618.3113833,,,,44.47708833
Akcaabat,9/27/2019,40.84099,5.032712292,613.7470125,,,,40.28051667
Akcaabat,9/28/2019,27.0164275,4.648244625,569.039025,23.04408421,28.97641742,5.932333375,58.99283417
Akcaabat,9/29/2019,23.28449229,5.176084125,547.7160292,18.09059208,24.08039354,5.989800125,50.60719
Akcaabat,9/30/2019,21.68245171,4.685123208,529.3287667,19.7347975,26.76264621,7.027848083,47.52133208
Akcaabat,10/1/2019,24.75023208,4.685440292,502.6210958,22.75433042,30.82503292,8.070702292,49.62144708
Akcaabat,10/2/2019,28.25130125,4.463399625,519.7405833,22.897285,29.97056208,7.073276333,59.94804958
Akcaabat,10/3/2019,35.02394792,4.547348875,589.5231083,31.47797417,41.94573846,10.467762,51.6879575
Akcaabat,10/4/2019,37.45998261,4.568616667,545.9457958,27.82749746,36.61621504,8.788719208,64.38036417
Akcaabat,10/5/2019,,6.205857542,546.0052125,36.77060875,49.53643146,12.7658285,70.80298833
Akcaabat,10/6/2019,,5.043535625,506.1539,16.69139375,21.035415,4.3440205,73.12347625
Akcaabat,10/7/2019,,4.638519875,538.2940167,21.28622375,29.61413292,8.32790775,46.7971125
Akcaabat,10/8/2019,24.31769375,4.9434725,571.0552583,25.39937583,37.59111038,12.19173708,42.03984
Akcaabat,10/9/2019,18.38675075,5.021441875,561.5369458,21.60449954,27.76074608,6.156246417,50.62783542
Akcaabat,10/10/2019,20.23560646,5.129738875,563.9222,18.95327292,29.30590208,10.35262737,36.25727758
Akcaabat,10/11/2019,24.1348725,5.067114458,564.600475,23.4677375,31.40022013,7.932481667,37.626685
Akcaabat,10/12/2019,23.65460417,5.215043667,622.9197583,28.34552667,37.83617854,9.490654167,44.29436333
Akcaabat,10/13/2019,22.73189213,4.899633708,554.701475,19.59686583,26.00052138,6.403655792,48.58931167
Akcaabat,10/14/2019,30.03110333,5.185777833,586.7321583,22.0793575,31.15200675,9.072651417,46.51949
Akcaabat,10/15/2019,30.63908208,5.319049667,597.5595333,23.67892708,33.79346783,10.11454025,46.22478183
Akcaabat,10/16/2019,37.81750625,5.84261275,582.1024917,22.58424963,32.27362117,9.6893705,44.35155792
Akcaabat,10/17/2019,,5.708576381,641.6811476,25.79256333,40.5943651,14.80179919,34.4904429
Akcaabat,10/18/2019,46.64399583,6.251237542,614.7516125,25.25397833,32.948565,7.694588625,45.50652875
Akcaabat,10/19/2019,35.14264875,5.400673292,637.2506333,28.29285417,41.82713792,13.53428425,42.34486425
Akcaabat,10/20/2019,39.001205,5.305469375,617.5389375,24.95726542,33.1998225,8.24255675,42.23535308
Akcaabat,10/21/2019,32.66665375,5.61738575,753.3879833,36.16875463,48.08185729,11.91310287,37.57653333
Akcaabat,10/22/2019,27.78871125,5.558229727,731.1731636,30.19939086,41.97803864,11.77864464,27.49254957
Akcaabat,10/23/2019,33.02225833,4.912469917,625.7596542,24.47931375,31.91205175,7.432737,37.98136417
Akcaabat,10/24/2019,43.74943167,5.042271333,594.0509208,20.34553375,30.27671883,9.931181708,41.88330942
