Istasyon,Tarih,PM10,CO,NO2,NOX,NO
Besirli,7/9/2019,39.503832083333,319.72962083333,36.875369166667,50.018594379167,13.143224708333
Besirli,7/10/2019,27.999045,342.49641666667,34.486365,47.778574754167,13.292209375
Besirli,7/11/2019,31.306812409091,332.67802173913,31.396689590909,41.076126054545,9.6794373636364
Besirli,7/12/2019,33.22646652381,342.0742125,39.571238125,52.247580316667,12.67634175
Besirli,7/13/2019,17.724425090909,343.65178333333,32.929874666667,45.456636504167,12.526762291667
Besirli,7/14/2019,20.908736086957,382.48250833333,36.529341625,50.366520145833,13.837178541667
Besirli,7/15/2019,25.211352368421,360.9078125,29.367001666667,37.186956304167,7.8199554166667
Besirli,7/16/2019,35.435356818182,376.58304166667,35.289545416667,44.758929570833,9.4693842916667
Besirli,7/17/2019,28.805601428571,418.053275,39.29994875,54.397856720833,15.097907166667
Besirli,7/18/2019,26.34624826087,396.15122083333,31.975086791667,42.2250820625,10.249995208333
Besirli,7/19/2019,36.8568625,450.27709166667,46.5192425,63.720637604167,17.201395583333
Besirli,7/20/2019,37.95921,474.837975,42.212035,52.517242883333,10.305208875
Besirli,7/21/2019,42.448370454545,505.77099583333,41.538574583333,50.474367933333,8.935792625
Besirli,7/22/2019,48.103185416667,524.00007083333,51.825137916667,71.748384983333,19.923247083333
Besirli,7/23/2019,32.1791,503.601225,51.168974347826,68.156059330435,16.987086521739
Besirli,7/24/2019,41.831503636364,430.74622083333,46.098454166667,60.181070408333,14.082617708333
Besirli,7/25/2019,,399.14385,45.665584166667,60.499477558333,14.833893916667
Besirli,7/26/2019,30.427020909091,335.22787083333,34.984298333333,46.1781084125,11.1938095
Besirli,7/27/2019,,320.82260416667,30.5919475,41.223674133333,10.631726916667
Besirli,7/28/2019,36.923474347826,316.08309583333,28.947129583333,39.844418758333,10.897289208333
Besirli,7/29/2019,38.211655454545,377.30389583333,41.375144166667,60.181919975,18.806775416667
Besirli,7/30/2019,45.35383,358.3526375,39.681149583333,53.8892402625,14.208089
Besirli,7/31/2019,47.313635789474,436.9457875,40.828679166667,55.665255975,14.836576791667
Besirli,8/1/2019,34.146037,414.3747125,28.525956666667,41.55331405,13.027357958333
Besirli,8/2/2019,35.212299130435,441.91134583333,37.738822083333,55.116419241667,17.377597791667
Besirli,8/3/2019,32.23776,424.91725833333,41.7585975,55.016630720833,13.258034625
Besirli,8/4/2019,35.593909047619,407.40475416667,37.93867125,48.706472395833,10.76779925
Besirli,8/5/2019,23.827285217391,356.92180416667,34.41472875,44.168668966667,9.7539406666667
Besirli,8/6/2019,22.54691875,378.56522083333,45.16502375,62.2798529375,17.114829666667
Besirli,8/7/2019,24.805630869565,336.26084583333,42.266050541667,61.473652233333,19.207602166667
Besirli,8/8/2019,25.120157173913,354.51024583333,40.681244166667,56.608105291667,15.926862458333
Besirli,8/9/2019,27.757559583333,364.349775,39.071906791667,54.785355629167,15.713448791667
