Istasyon,Tarih,PM10,SO2,CO,NO2,NOX,NO
Fatih,3/1/2019,65.771075416667,12.420951125,1458.0729833333,63.298971666667,131.13030243333,67.831332195833
Fatih,3/2/2019,63.206364583333,10.372175,1104.4802041667,51.983605,79.927586275,27.943982708333
Fatih,3/3/2019,23.749936541667,5.12984475,,23.8583665,26.650219675,2.7918525916667
Fatih,3/4/2019,40.216704583333,6.7347107083333,707.56926363636,39.880813333333,75.647908929167,35.767092520833
Fatih,3/5/2019,92.164027083333,14.942898333333,1318.5898041667,72.030248333333,181.6144847625,109.58423404167
Fatih,3/6/2019,57.740715,14.107192916667,716.5306125,62.4319925,97.922561820833,35.490569458333
Fatih,3/7/2019,40.626826291667,8.0268469565217,704.67305263158,44.570184043478,74.875483308696,30.305299673913
Fatih,3/8/2019,72.496032083333,12.51339,1003.7354,65.02021375,131.95157609583,66.931370833333
Fatih,3/9/2019,83.7393225,15.06966125,1371.8980708333,79.587486666667,194.90196795417,115.31447041667
Fatih,3/10/2019,60.0384575,13.785355833333,,65.849260833333,101.6782986,35.829042458333
Fatih,3/11/2019,68.993860833333,13.1306625,,64.210498333333,137.08027543333,72.869782483333
Fatih,3/12/2019,100.99080583333,18.102371666667,,85.278079583333,191.87197374583,106.593893625
Fatih,3/13/2019,47.24110625,8.8942275,,42.143037083333,57.811217691667,15.668179879167
Fatih,3/14/2019,14.869751625,3.1187087083333,,23.933547454545,27.867537531818,3.9339898
Fatih,3/15/2019,22.417897291667,4.5190989583333,,31.261306565217,45.604537995652,14.343232126087
Fatih,3/16/2019,25.564477208333,3.5973020416667,,29.113321875,38.824269966667,9.710948225
Fatih,3/17/2019,27.579055541667,4.911592875,,35.864556363636,50.059932018182,14.195374927273
Fatih,3/18/2019,48.497442916667,8.0501775833333,,50.930042916667,95.1585267,44.228485458333
Fatih,3/19/2019,55.370030833333,11.400095416667,,54.744364583333,109.179020225,54.434653625
Fatih,3/20/2019,58.871368333333,10.661852083333,,45.683942083333,84.8498768875,39.16593475
Fatih,3/21/2019,43.225787916667,7.8264708695652,,39.296456086957,47.474976947826,8.1785208043478
Fatih,3/22/2019,37.331559166667,5.9312913043478,,46.997160909091,59.212660913636,12.215499159091
Fatih,3/23/2019,45.435095833333,,,40.519496666667,50.808462183333,10.288965916667
Fatih,3/24/2019,16.264653291667,,,25.336195217391,28.513521456522,3.1773258521739
Fatih,3/25/2019,20.632808333333,,,33.367689166667,40.800963295833,7.4332746791667
Fatih,3/26/2019,30.25587,,,39.928654166667,62.455954458333,22.527298041667
Fatih,3/27/2019,39.236212916667,,,41.826685833333,66.093760316667,24.267075875
Fatih,3/28/2019,32.041369583333,,,42.235346818182,50.803760163636,8.5684140363636
Fatih,3/29/2019,30.270416666667,,,46.221981666667,58.40995395,12.187972208333
Fatih,3/30/2019,19.991333083333,,,31.376513636364,36.226763854545,4.8502493863636
Fatih,3/31/2019,20.646806521739,,,31.399222916667,37.418159808333,6.0189366875
Fatih,4/1/2019,34.560274583333,,,40.9362425,49.366872875,8.4306299125
Fatih,4/2/2019,43.734583333333,,,49.811735833333,58.520068779167,8.7083335791667
Fatih,4/3/2019,41.5583075,,,35.889707916667,46.337058004167,10.447350291667
Fatih,4/4/2019,46.013943333333,,,45.880853043478,58.38263443913,12.501781526087
Fatih,4/5/2019,57.13476875,,,51.258466666667,88.293580541667,37.035115625
Fatih,4/6/2019,41.494767272727,,,35.969643333333,49.276713833333,13.307070870833
Fatih,4/7/2019,67.54450625,,,57.014343333333,93.3926159875,36.378275083333
Fatih,4/8/2019,64.880417916667,,,61.301572916667,111.4040693125,50.102496929167
Fatih,4/9/2019,79.963744166667,,,68.848390416667,137.62063654583,68.772249208333
Fatih,4/10/2019,51.353975,,,52.472790875,79.525332283333,27.052544683333
Fatih,4/11/2019,51.37782625,,,54.137937916667,82.539387841667,28.40145175
Fatih,4/12/2019,34.795290208333,,,45.686035541667,79.378108691667,33.6920733875
Fatih,4/13/2019,45.24661625,,,55.611486666667,92.875625304167,37.264137958333
Fatih,4/14/2019,49.136404347826,,,44.342829166667,64.608257079167,20.265427908333
Fatih,4/15/2019,31.481529166667,,,33.632339791667,41.4569989875,7.8246583541667
Fatih,4/16/2019,16.207088875,,,27.411952304348,34.924505786957,7.5125542565217
Fatih,4/17/2019,18.705540125,,,24.272753416667,28.4175928375,4.1448397041667
Fatih,4/18/2019,20.540760833333,,,24.872334347826,29.030836647826,4.1585027782609
Fatih,4/19/2019,22.10218725,,,27.658332125,32.380177345833,4.7218446458333
Fatih,4/20/2019,21.010150416667,,,23.772055875,27.47816135,3.7061058041667
Fatih,4/21/2019,15.390245916667,,,23.068171952381,25.526467,2.4582948666667
Fatih,4/22/2019,21.271050583333,,,31.02393125,35.403540433333,4.3796086416667
Fatih,4/23/2019,32.956531666667,,,32.825687125,50.600365020833,17.7746756
Fatih,4/24/2019,48.245977916667,,,43.600130416667,68.089717054167,24.489586416667
Fatih,4/25/2019,42.527986666667,,,39.29171,59.517549658333,20.225839375
Fatih,4/26/2019,41.11451625,,,38.352335833333,54.453343629167,16.101007125
Fatih,4/27/2019,33.629905416667,,,26.385926375,33.552073166667,7.1661460416667
Fatih,4/28/2019,53.16467125,,,43.487648333333,58.144965779167,14.657318375
Fatih,4/29/2019,56.38037125,,,50.868687083333,78.746676554167,27.877985154167
Fatih,4/30/2019,63.768555833333,,,50.703549166667,82.313748720833,31.610197941667
Fatih,5/1/2019,54.324460416667,,,41.9581235,57.042235545833,15.084112104167
Fatih,5/2/2019,48.312697916667,,,30.373717782609,35.597938343478,5.224221026087
Fatih,5/3/2019,24.47759375,,,30.421043173913,34.596816226087,4.1757731043478
Fatih,5/4/2019,26.207039166667,,,36.252901904762,49.761191961905,13.508289971429
Fatih,5/5/2019,35.466513333333,,,37.741797916667,62.132858829167,24.391059791667
Fatih,5/6/2019,56.043580416667,,,60.976353333333,118.08323552083,57.106882583333
Fatih,5/7/2019,54.868580833333,,,35.91261875,54.370984204167,18.458363070833
Fatih,5/8/2019,28.261922083333,,,22.4383745,25.63081825,3.1924440318182
Fatih,5/9/2019,11.549828958333,,,17.8785415,20.64961265,2.77107116
Fatih,5/10/2019,22.59917125,,,30.4440725,39.808934133333,9.3648617083333
Fatih,5/11/2019,27.670350833333,,,26.436234833333,32.224018175,5.7877830708333
Fatih,5/12/2019,18.579246875,,,17.863610291667,19.125604845833,1.2619935875
Fatih,5/13/2019,19.078915,,,23.270707916667,28.376704241667,5.1059975166667
Fatih,5/14/2019,28.24573875,,,28.424156666667,38.567786145833,10.14362925
Fatih,5/15/2019,33.25268,,,35.471671666667,50.484287179167,15.012616875
Fatih,5/16/2019,36.189336666667,,,36.308578695652,52.725983186957,16.417405347826
Fatih,5/17/2019,36.162264166667,,,35.588662083333,48.223970266667,12.635307125
Fatih,5/18/2019,34.605382916667,,,30.790320833333,36.1463926,5.3560725083333
Fatih,5/19/2019,28.32809325,,,14.797579458333,16.384804208333,1.5872246083333
Fatih,5/20/2019,35.595199166667,,,24.675197458333,29.5767201875,4.9015218166667
Fatih,5/21/2019,32.246353333333,,,26.199033333333,33.964652879167,7.7656189291667
Fatih,5/22/2019,38.340419166667,,,35.606781125,46.726996195833,11.1202155375
Fatih,5/23/2019,46.423284583333,,,40.683634833333,66.35996335,25.676327854167
Fatih,5/24/2019,42.036000833333,,,35.5710275,59.5021894625,23.931158916667
Fatih,5/25/2019,48.00734375,,,19.573667041667,22.635633391667,3.0619660541667
Fatih,5/26/2019,25.5772575,,,20.3328275,25.3862233125,5.0533953958333
Fatih,5/27/2019,32.256577083333,,,36.577898333333,51.710725220833,15.132826666667
Fatih,5/28/2019,32.49226,,,30.728581666667,38.963853558333,8.235269625
Fatih,5/29/2019,34.514320833333,,,39.556101666667,50.916429966667,11.360327833333
Fatih,5/30/2019,35.913927083333,,,34.848993478261,46.713351421739,11.864358291304
Fatih,5/31/2019,35.539756666667,,,36.460087958333,52.263582491667,15.803496691667
Fatih,6/1/2019,32.531684583333,2.2980716666667,336.26836666667,25.242895041667,32.029921595833,6.7870268625
Fatih,6/2/2019,33.459980833333,2.203858625,593.16204166667,17.812091375,20.749259195833,2.9371678458333
Fatih,6/3/2019,26.944019583333,2.1080788333333,379.18165416667,11.3366555,13.052896459091,1.7162408045455
Fatih,6/4/2019,28.767735,1.99817275,337.84247916667,12.205673291667,14.4339271,2.2282538375
Fatih,6/5/2019,28.937720833333,1.8692755,329.89209166667,12.25217475,13.865413216667,1.6132387208333
Fatih,6/6/2019,32.2500275,1.8580425416667,360.20147916667,15.229303913043,17.489404621739,2.2601011956522
Fatih,6/7/2019,29.624465375,1.7892948333333,349.64689583333,12.862719208333,15.3862069625,2.5234876583333
Fatih,6/8/2019,27.708025833333,1.69569475,336.55481666667,12.44807625,13.923296979167,1.475220375
Fatih,6/9/2019,19.558869458333,1.6372964166667,350.96269166667,8.7583869545455,9.5387996272727,0.78041303181818
Fatih,6/10/2019,20.07683685,1.6423694583333,420.83524583333,16.436051652174,20.45993463913,4.0238825434783
Fatih,6/11/2019,28.63880805,1.6339122083333,452.40085,15.267424916667,21.086320420833,5.8188954041667
Fatih,6/12/2019,29.904623,2.29009715,461.14184347826,19.835754545455,26.608050718182,6.7722961363636
Fatih,6/13/2019,28.321659583333,2.4182096956522,432.75309583333,18.153432521739,21.695870491304,3.5424388434783
Fatih,6/14/2019,36.554302916667,2.06604325,462.58869166667,18.314309166667,22.067470533333,3.7531615291667
Fatih,6/15/2019,37.67649375,1.919373875,472.18826666667,15.867094375,18.7999901125,2.9328952
Fatih,6/16/2019,29.632976458333,1.8758015833333,436.29990833333,11.964850708333,14.1181878875,2.1533372875
Fatih,6/17/2019,,1.8847267083333,447.7048875,15.158460565217,19.9503914,4.791931026087
Fatih,6/18/2019,31.276937777778,1.96981025,519.41756666667,24.072388291667,32.859120841667,8.7867324333333
Fatih,6/19/2019,22.562952125,1.7869804166667,448.61454166667,18.000287208333,22.426496454167,4.4262086208333
Fatih,6/20/2019,27.802630869565,1.7227805,454.9375625,18.114644173913,21.070027330435,2.9553840391304
Fatih,6/21/2019,27.666757947368,1.666270625,430.7986375,18.896970217391,22.39367343913,3.4967045652174
Fatih,6/22/2019,25.702384863636,1.6291611666667,481.00377916667,18.487682875,21.763457516667,3.2757741083333
Fatih,6/23/2019,36.343117578947,1.6350215,453.399675,17.133610083333,19.328787779167,2.1951775208333
Fatih,6/24/2019,37.372132157895,1.6331100416667,456.08234166667,19.718434545455,22.470474104545,2.7520407954545
Fatih,6/25/2019,35.0271712,1.6103716666667,442.52145416667,16.437837791667,18.901447833333,2.4636101083333
Fatih,6/26/2019,51.195945333333,1.6336569166667,475.47690416667,20.662028478261,24.932864182609,4.2708366434783
Fatih,6/27/2019,,1.6425873478261,485.39219583333,18.319875565217,20.940431573913,2.6205565826087
Fatih,6/28/2019,55.121611052632,1.508259375,475.94828333333,18.412883043478,21.282712926087,2.8698301130435
Fatih,6/29/2019,39.659715571429,1.469374625,451.70615,18.696469708333,21.158413858333,2.4619440916667
Fatih,6/30/2019,16.0387958,1.4525601666667,353.77426666667,18.948948083333,24.300253858333,5.3513061791667
Fatih,7/1/2019,16.7277395,1.4192827083333,326.59749166667,15.102860833333,19.320921291667,4.2180604625
Fatih,7/2/2019,,,,,,
Fatih,7/3/2019,32.369466956522,2.0416837826087,401.95295217391,18.018825782609,21.772117691304,3.7532917521739
Fatih,7/4/2019,24.989495541667,2.0207729166667,455.61929166667,16.072106833333,21.872375383333,5.8002685416667
Fatih,7/5/2019,28.245016454545,1.9562217916667,459.19779583333,16.907318208333,23.54807875,6.640761
Fatih,7/6/2019,32.734353791667,1.8416520416667,445.44814166667,15.014903,18.516869583333,3.5019658125
Fatih,7/7/2019,30.484822083333,1.7984584166667,312.84889166667,12.3773695,13.9475233375,1.5701534291667
Fatih,7/8/2019,34.186861666667,1.8566014166667,338.03114166667,16.218542416667,19.154458345833,2.9359165041667
Fatih,7/9/2019,51.3512852,1.9053412083333,368.15035833333,19.160924416667,24.602971470833,5.442047125
Fatih,7/10/2019,29.054655818182,1.81942375,348.33145,18.492067541667,22.393086604167,3.9010188708333
Fatih,7/11/2019,30.609361131818,1.94510195,373.56839545455,16.099666263158,18.616031468421,2.5163644210526
Fatih,7/12/2019,39.635135666667,2.4461122083333,392.32199583333,18.862685541667,21.219912245833,2.3572265958333
Fatih,7/13/2019,,2.5447174583333,391.97740833333,15.546869791667,17.665089141667,2.1182186583333
Fatih,7/14/2019,17.99229275,2.369608875,337.22288333333,15.478249,17.7455485625,2.2672992083333
Fatih,7/15/2019,35.0188265,2.2659932916667,448.0278375,21.482497791667,30.112868866667,8.6303715
Fatih,7/16/2019,26.168097673913,2.275694375,472.6202125,25.353477083333,34.298428591667,8.944952625
Fatih,7/17/2019,25.793859258333,2.2221304583333,406.86888333333,19.217250833333,24.6120550375,5.3948045833333
Fatih,7/18/2019,22.016037714286,2.1489109166667,444.8362625,21.010155625,27.18348675,6.1733314583333
Fatih,7/19/2019,37.47863875,2.269297375,514.5075,28.15464375,35.45254465,7.2979011666667
Fatih,7/20/2019,36.985804434783,2.1886785833333,495.4481,23.144055833333,27.296945341667,4.1528892916667
Fatih,7/21/2019,40.92535647619,2.2340944583333,457.8962875,21.928216833333,24.8450835125,2.9168660416667
Fatih,7/22/2019,47.930658333333,2.3093980833333,503.74374583333,32.201652083333,41.355651766667,9.1539999166667
Fatih,7/23/2019,28.943026708696,2.2202995416667,460.60914166667,28.119543333333,33.385346520833,5.2658040833333
Fatih,7/24/2019,37.742958181818,2.2047207916667,485.27887916667,28.70399625,34.891607125,6.187610875
Fatih,7/25/2019,36.746672142857,2.2349674782609,556.5083875,27.624099956522,38.45375043913,10.829650608696
Fatih,7/26/2019,32.128280291667,2.274367875,472.29236666667,24.93187875,34.531587145833,9.599709
Fatih,7/27/2019,,2.22497775,435.1036625,19.422116125,25.955525004167,6.5334092083333
Fatih,7/28/2019,,2.1785839583333,402.179525,15.380396875,20.078554708333,4.6981584166667
Fatih,7/29/2019,32.934366666667,2.293823375,472.8732125,18.147824416667,23.071342091667,4.9235164166667
Fatih,7/30/2019,,2.3130050416667,525.902,19.45015325,24.776428254167,5.3262754583333
Fatih,7/31/2019,,2.26782325,524.2875625,17.234752375,21.29989465,4.0651417375
Fatih,8/1/2019,,2.442901625,540.4880375,15.093144458333,21.000245095833,5.9071000416667
Fatih,8/2/2019,,2.333988875,513.805025,16.312188708333,20.251667779167,3.9394789583333
Fatih,8/3/2019,32.4228025,2.343665125,526.32879583333,17.745561541667,20.944488895833,3.1989278541667
Fatih,8/4/2019,42.204382083333,2.3695884583333,440.64440833333,16.659110208333,20.269309366667,3.6101995416667
Fatih,8/5/2019,20.071501217391,2.3471438333333,461.84556666667,24.260978125,31.031198066667,6.7702201375
Fatih,8/6/2019,19.822803,2.5571648333333,491.62554166667,25.310840416667,36.1129174125,10.802076541667
Fatih,8/7/2019,24.727220869565,2.5339039583333,481.29880833333,26.079851833333,34.647019008333,8.567167875
Fatih,8/8/2019,25.519641708333,2.5549821304348,484.15754347826,22.601255217391,29.487251591304,6.885995
Fatih,8/9/2019,26.470738333333,2.5046856666667,502.50774166667,22.830186291667,29.593411341667,6.763225375
Fatih,8/10/2019,26.980417391304,2.4809925416667,543.66462083333,23.085287083333,27.761542170833,4.676255
Fatih,8/11/2019,27.254821791667,2.7479905833333,454.206625,22.137260833333,27.5367156,5.3994547083333
Fatih,8/12/2019,26.723380875,2.92487075,384.1954,18.662770791667,22.389670145833,3.7269
Fatih,8/13/2019,27.77472375,2.8140051666667,378.6839625,15.290467541667,18.7585438375,3.4680757916667
Fatih,8/14/2019,28.8669375,2.737659,413.48830416667,15.819883041667,21.952469316667,6.1325864166667
Fatih,8/15/2019,39.872315,2.7911730416667,507.9015125,20.482106208333,28.474222266667,7.99211625
Fatih,8/16/2019,38.322251666667,2.7167756666667,495.012175,24.178688333333,32.296374133333,8.117686125
Fatih,8/17/2019,46.0398425,2.7370575833333,483.95272916667,24.339170416667,31.016963775,6.6777924583333
Fatih,8/18/2019,33.223412083333,2.5538123333333,476.1835,19.342649625,24.1367745375,4.7941247083333
Fatih,8/19/2019,21.0952790125,2.6323507083333,464.92705,20.798199,24.607314383333,3.80911525
Fatih,8/20/2019,23.141776541667,2.561816,508.572775,23.463533636364,28.865151163636,5.4016178181818
Fatih,8/21/2019,33.22186125,2.7021078333333,577.74955,21.754833583333,29.5300535375,7.7752196666667
Fatih,8/22/2019,34.147817708333,2.5871996956522,537.86533043478,20.043336086957,25.196911713043,5.1535762608696
Fatih,8/23/2019,38.828050833333,2.6190964583333,511.16809583333,19.076966125,23.5107321875,4.4337658333333
Fatih,8/24/2019,35.748710166667,2.665870375,616.9709125,21.889763041667,29.500176783333,7.6104134166667
Fatih,8/25/2019,50.102150434783,2.6135950833333,570.14297083333,20.340322291667,27.050863191667,6.7105415833333
Fatih,8/26/2019,37.647287916667,2.4938955833333,502.36010833333,17.473874125,23.316395104167,5.842521
Fatih,8/27/2019,35.694764166667,2.499937375,479.4742125,19.8228455,24.095733383333,4.2728879166667
Fatih,8/28/2019,41.531672916667,2.7105315,517.44446666667,22.75115375,30.6707850375,7.919631125
Fatih,8/29/2019,44.226378333333,2.5183279583333,491.5323125,20.12781625,25.628436354167,5.5006204583333
Fatih,8/30/2019,,2.469843625,616.28521666667,26.974760458333,40.85408375,13.879323791667
Fatih,8/31/2019,38.160613375,2.6943078333333,556.323975,21.31953475,25.843822833333,4.5242886666667
Fatih,9/1/2019,29.612409565217,2.5908262083333,430.35774583333,17.166401958333,20.2795436875,3.113143125
Fatih,9/2/2019,32.496056666667,2.7602346666667,475.88287916667,26.337087958333,36.756068375,10.418980333333
Fatih,9/3/2019,38.533845416667,2.810150875,390.89554166667,22.41985375,31.5902916875,9.17043725
Fatih,9/4/2019,,,,,,
Fatih,9/5/2019,,,,,,
Fatih,9/6/2019,,,,,,
Fatih,9/7/2019,,,,,,
Fatih,9/8/2019,,,,,,
Fatih,9/9/2019,,,,,,
Fatih,9/10/2019,,,,,,
Fatih,9/11/2019,20.266901272727,3.0639795833333,577.99564166667,25.911070833333,39.2729871625,13.36191575
Fatih,9/12/2019,39.057295833333,3.3395002083333,497.198925,24.204119166667,36.687220308333,12.483100958333
Fatih,9/13/2019,36.787535833333,3.3326085833333,455.86723333333,22.921644208333,33.1002641,10.178619916667
Fatih,9/14/2019,31.65308375,3.2849934166667,461.75687083333,23.214400666667,33.432336970833,10.217935416667
Fatih,9/15/2019,27.94658173913,3.32751025,504.27460416667,28.370012958333,41.897130325,13.527118125
Fatih,9/16/2019,27.486205208333,3.3022352916667,436.4245,27.672608791667,37.439395566667,9.766786875
Fatih,9/17/2019,29.49138,3.4778666666667,484.44589583333,27.935419041667,43.10400685,15.16858775
Fatih,9/18/2019,53.140970416667,4.40118375,678.55401666667,38.184276541667,77.383665879167,39.199385083333
Fatih,9/19/2019,49.60188,3.5804333043478,462.48684782609,27.480827391304,39.553336830435,12.072508782609
Fatih,9/20/2019,33.322031666667,3.1167288333333,423.40667083333,20.400923333333,24.6913033125,4.290380375
Fatih,9/21/2019,14.952046227273,3.170748,378.20007916667,20.817601958333,27.2008065875,6.3832045416667
Fatih,9/22/2019,12.223644708333,3.3930445416667,340.82751666667,19.856251875,25.055849045833,5.1995965
Fatih,9/23/2019,19.543929583333,3.8874527083333,458.58840833333,26.096316833333,39.839371829167,13.743057
Fatih,9/24/2019,32.043061666667,4.0027790454545,554.99714347826,30.150603043478,53.6155605,23.464958086957
Fatih,9/25/2019,46.953330833333,3.4612076666667,589.83955,,,
Fatih,9/26/2019,41.21929,2.9739896666667,538.93308333333,,,
Fatih,9/27/2019,43.943408333333,3.0097095,596.49612916667,11.359724285714,47.841172161905,36.48144847619
Fatih,9/28/2019,38.606537041667,2.7168130416667,513.80160833333,22.976544625,48.0645065625,25.087962041667
Fatih,9/29/2019,34.295607083333,3.195475375,545.80644166667,26.52445625,43.784554879167,17.260099833333
Fatih,9/30/2019,48.435666666667,3.44469525,607.6258,31.93233875,61.261494320833,29.32915625
Fatih,10/1/2019,47.778835,3.4747279583333,607.62169583333,35.8435125,69.2699964875,33.426482791667
Fatih,10/2/2019,54.536425416667,3.4923210833333,702.16459166667,37.488397083333,70.346959708333,32.858566416667
Fatih,10/3/2019,71.59250625,3.407883826087,750.69115217391,45.365485217391,77.581013013043,32.215528782609
Fatih,10/4/2019,79.073720416667,3.899146125,879.88696666667,48.5954275,97.3515915875,48.756162041667
Fatih,10/5/2019,70.4034775,3.8987475416667,677.98849583333,48.861245,76.378071175,27.516826666667
Fatih,10/6/2019,54.8783915,2.77603245,412.15377,26.874107,33.278170455,6.40406325
Fatih,10/7/2019,,,,,,
Fatih,10/8/2019,25.811250727273,2.864960875,537.25750833333,30.188439041667,44.926489333333,14.738049833333
Fatih,10/9/2019,24.199783041667,2.6453864166667,380.91314166667,22.187036,27.354141825,5.16710625
Fatih,10/10/2019,35.947937391304,3.542618,644.09899166667,32.923235,67.349956454167,34.426719958333
Fatih,10/11/2019,46.0685,3.288467,642.734525,32.2900925,61.955469554167,29.665379333333
Fatih,10/12/2019,36.143909565217,2.9815710416667,547.13077083333,33.759514583333,48.806531516667,15.047017708333
Fatih,10/13/2019,29.403704,3.1445587916667,545.2053,30.324127916667,51.930533229167,21.606404416667
Fatih,10/14/2019,44.900129090909,3.9653541666667,671.82487083333,41.85732,85.253337591667,43.396018958333
Fatih,10/15/2019,61.072207916667,4.067851125,757.43592916667,39.944011666667,86.095908766667,46.151891541667
Fatih,10/16/2019,58.028424347826,3.84746375,733.0735875,37.398467916667,81.104225608333,43.705759083333
Fatih,10/17/2019,70.640215090909,3.7289539047619,753.67425714286,36.431351428571,78.3771697,41.945818952381
Fatih,10/18/2019,56.93346826087,2.8488225,542.63284166667,29.949050416667,41.7124061375,11.763355708333
Fatih,10/19/2019,39.998443333333,2.7235484583333,520.44059583333,28.339730833333,37.801051933333,9.4613208333333
Fatih,10/20/2019,46.804345416667,2.8888314583333,497.61894583333,29.917919166667,42.149879216667,12.231959541667
