Istasyon,Tarih,PM10,SO2,NO2,NOX,NO,O3
Uzungol,4/5/2019,,,,,,
Uzungol,4/6/2019,,,,,,
Uzungol,4/7/2019,,,,,,
Uzungol,4/8/2019,,,,,,
Uzungol,4/9/2019,,,,,,
Uzungol,4/10/2019,,,,,,
Uzungol,4/11/2019,,,,,,
Uzungol,4/12/2019,,,,,,
Uzungol,4/13/2019,,,,,,
Uzungol,4/14/2019,,,,,,
Uzungol,4/15/2019,,,,,,
Uzungol,4/16/2019,,2.5630859166667,4.327743125,6.4798750625,2.152132,74.86327875
Uzungol,4/17/2019,,3.2441004166667,4.3172719583333,6.3245785791667,2.007306625,75.5350025
Uzungol,4/18/2019,,3.4471235,4.945370875,6.927332125,1.98196125,62.224315416667
Uzungol,4/19/2019,,3.4784962916667,4.5837479166667,6.7141436333333,2.1303957083333,61.844992083333
Uzungol,4/20/2019,,3.4965512083333,5.308714125,7.4767949541667,2.168081125,74.933510416667
Uzungol,4/21/2019,,4.3774809166667,6.6652880416667,9.0474598083333,2.3821719583333,64.782949166667
Uzungol,4/22/2019,,3.8507347083333,5.902873875,8.051633675,2.1487597916667,67.953080416667
Uzungol,4/23/2019,,3.6328165416667,4.6001684166667,6.7779647458333,2.1777962916667,50.390728333333
Uzungol,4/24/2019,,3.4763879166667,2.551893625,4.6049390208333,2.05304525,56.50917375
Uzungol,4/25/2019,,3.58861425,3.10220025,5.3329425125,2.23074225,69.88924
Uzungol,4/26/2019,,3.7214169565217,3.2301382173913,5.4086748217391,2.1785365217391,73.306525416667
Uzungol,4/27/2019,,3.96315575,3.5750642083333,5.9430984208333,2.3680342083333,79.440115416667
Uzungol,4/28/2019,,4.30890725,4.7479780416667,7.2923780458333,2.544400125,74.628474166667
Uzungol,4/29/2019,,3.803339625,4.2902468333333,6.9795288791667,2.6892819583333,63.330504583333
Uzungol,4/30/2019,,4.300252625,2.9990979583333,5.0501704125,2.0510725416667,67.634470416667
Uzungol,5/1/2019,,4.3404646666667,3.8846196666667,6.122262875,2.2376430833333,73.5188175
Uzungol,5/2/2019,,3.8788388333333,4.2268514166667,6.6009041958333,2.3740526666667,60.607460833333
Uzungol,5/3/2019,,3.4328634166667,3.8504532083333,6.0737957541667,2.2233425833333,63.769850416667
Uzungol,5/4/2019,,3.4645182916667,4.112909375,6.2798098291667,2.1669005,58.581059583333
Uzungol,5/5/2019,,3.53845725,3.0030093333333,5.28839495,2.2853855833333,65.791784583333
Uzungol,5/6/2019,,3.937416375,2.615624875,4.7028685125,2.0872437083333,69.413558333333
Uzungol,5/7/2019,,,,,,
Uzungol,5/8/2019,,3.4660815833333,4.32499275,6.4765255958333,2.1515327916667,71.71462625
Uzungol,5/9/2019,,3.3194916666667,4.0158887083333,6.2456006083333,2.2297119583333,74.581970833333
Uzungol,5/10/2019,,3.3510486521739,2.8606496521739,5.1188892695652,2.2582397391304,53.206876666667
Uzungol,5/11/2019,,3.6367175,2.4750734166667,4.4559611375,1.98088775,72.514545416667
Uzungol,5/12/2019,,3.577532,3.7257340416667,5.7487692041667,2.0230351666667,58.224130416667
Uzungol,5/13/2019,,3.4077005,2.381583125,4.6383365208333,2.2567535416667,52.587497916667
Uzungol,5/14/2019,,3.59010425,3.3509642083333,5.9549008291667,2.603936625,57.2071225
Uzungol,5/15/2019,,3.8443149583333,3.036768375,5.2897834875,2.2530150833333,68.352153333333
Uzungol,5/16/2019,,4.0718528333333,2.5415598791667,4.6607556416667,2.11919575,67.12805125
Uzungol,5/17/2019,,3.9821480416667,3.602685,5.9244224083333,2.3217375,65.89127375
Uzungol,5/18/2019,,4.70362925,3.4061130833333,5.8173956041667,2.4112827083333,76.653545416667
Uzungol,5/19/2019,,3.759846,4.8088653333333,7.1124731166667,2.30360775,73.883085833333
Uzungol,5/20/2019,,3.3901145833333,3.1397240416667,5.2067575708333,2.067033625,65.865797916667
Uzungol,5/21/2019,,3.6211482916667,3.2452729166667,5.5896178958333,2.3443449583333,69.862019583333
Uzungol,5/22/2019,,3.340399875,2.2758144583333,4.468800525,2.1929861666667,50.139994583333
Uzungol,5/23/2019,,3.2889439166667,4.0051232916667,7.3260693041667,3.320946,27.596447916667
Uzungol,5/24/2019,,3.638642826087,3.156150173913,5.4370044217391,2.2808543478261,45.72962125
Uzungol,5/25/2019,,3.2660782083333,4.7114519166667,7.1660799041667,2.4546281666667,60.718304166667
Uzungol,5/26/2019,,3.3054201666667,2.8435452083333,5.3014746166667,2.45792925,38.228215791667
Uzungol,5/27/2019,,3.5642104583333,3.4744358333333,5.8722073375,2.3977714166667,60.32446875
Uzungol,5/28/2019,,3.6968878333333,4.000184,6.413457475,2.4132735,65.041145833333
Uzungol,5/29/2019,,4.04410625,4.7979475,7.6185637791667,2.8206161666667,87.077084583333
Uzungol,5/30/2019,,4.1528939166667,4.5192005833333,7.1621644333333,2.6429639583333,94.39199875
Uzungol,5/31/2019,,4.1370250416667,4.8082132916667,7.05211035,2.2438969583333,93.616294583333
Uzungol,6/1/2019,,4.0401690416667,5.8495815833333,8.3368989208333,2.4873174166667,64.6117275
Uzungol,6/2/2019,,4.2232313333333,6.3567045833333,9.0734091208333,2.71670475,61.788407916667
Uzungol,6/3/2019,,4.1093419166667,8.3954267083333,11.361278729167,2.9658524166667,55.8563275
Uzungol,6/4/2019,,3.9201027916667,8.5407147916667,12.088102404167,3.5473873333333,52.49746375
Uzungol,6/5/2019,,3.7357387916667,9.5640325833333,13.480710091667,3.9166772916667,48.949824583333
Uzungol,6/6/2019,,3.5645850416667,10.08072575,14.164791254167,4.0840655,41.507400833333
Uzungol,6/7/2019,,3.437770173913,7.8039174347826,12.208358469565,4.4044413913043,30.488777041667
Uzungol,6/8/2019,,3.531571875,6.30553575,9.6960413625,3.3905055,48.1002425
Uzungol,6/9/2019,,3.5756495416667,6.9037700416667,10.230743975,3.3269742916667,48.159346541667
Uzungol,6/10/2019,,3.4128217083333,6.0521344166667,9.4706795625,3.4185451666667,40.85735375
Uzungol,6/11/2019,,,,,,
Uzungol,6/12/2019,,2.5560214583333,5.2351774583333,8.1963128291667,2.9611351666667,54.600317916667
Uzungol,6/13/2019,,2.4334776521739,5.4487057826087,8.2164323956522,2.7677266956522,48.7262175
Uzungol,6/14/2019,,2.4220492916667,6.949788375,10.256081008333,3.306291625,46.759848041667
Uzungol,6/15/2019,,2.6541632916667,6.9893650416667,10.394183691667,3.4048185,48.7701945
Uzungol,6/16/2019,,2.7848739166667,6.2303889166667,9.4597092875,3.2293204166667,50.381901666667
Uzungol,6/17/2019,,2.7054907916667,5.7780290416667,8.9714792791667,3.193450375,46.482777125
Uzungol,6/18/2019,,2.4577520416667,6.287686375,9.8078351416667,3.5201489583333,46.569465833333
Uzungol,6/19/2019,,2.4484784583333,6.6959951666667,10.2145163125,3.5185210416667,61.334251666667
Uzungol,6/20/2019,,2.4446896666667,5.9024194583333,9.493135525,3.5907157916667,49.606722916667
Uzungol,6/21/2019,,2.4706050869565,5.3044312608696,8.8339833608696,3.5295519565217,43.188996666667
Uzungol,6/22/2019,,2.431981625,6.67888425,10.234899395833,3.5560155833333,44.70297725
Uzungol,6/23/2019,,2.41578975,8.1667133333333,11.176790329167,3.0100765416667,57.082657916667
Uzungol,6/24/2019,,2.0800651666667,7.86191975,11.0591226625,3.1972034166667,47.035289208333
Uzungol,6/25/2019,,2.3928274583333,7.249136375,11.245185358333,3.9960495416667,30.339144791667
Uzungol,6/26/2019,,2.3989075,7.375031173913,11.358782226087,3.9837509130435,34.958370375
Uzungol,6/27/2019,,2.2533060833333,8.002844875,11.770991225,3.7681465833333,36.779297458333
Uzungol,6/28/2019,,2.3822885833333,6.3894896521739,9.8293797304348,3.4398900869565,52.810100416667
Uzungol,6/29/2019,,2.4418659166667,7.3844440833333,11.534051158333,4.1496067083333,51.04152125
Uzungol,6/30/2019,,2.5226389583333,6.6157419565217,10.48015086087,3.864409173913,45.096849583333
Uzungol,7/1/2019,,3.2891494583333,9.067385625,14.285844958333,5.218459625,33.607644166667
Uzungol,7/2/2019,,3.5588611304348,7.5706783478261,12.058068956522,4.4873911304348,42.27663173913
Uzungol,7/3/2019,,,,,,
Uzungol,7/4/2019,,,,,,
Uzungol,7/5/2019,,,,,,
Uzungol,7/6/2019,,,,,,
Uzungol,7/7/2019,,,,,,
Uzungol,7/8/2019,,3.478965875,11.7636625,14.076161,2.3124983363636,34.182057916667
Uzungol,7/9/2019,,3.6555235,7.5300477894737,9.1161942631579,1.5861461210526,49.711285541667
Uzungol,7/10/2019,,4.4508214583333,9.9118431578947,11.318722157895,1.4068781789474,58.206554583333
Uzungol,7/11/2019,,4.6359699583333,7.23033325,9.992885875,2.762552375,59.489677916667
Uzungol,7/12/2019,,4.2300725,7.7341279565217,10.100638086957,2.3665113913043,63.37200375
Uzungol,7/13/2019,,3.6303940833333,7.1240575416667,10.889343083333,3.7652853333333,77.38622375
Uzungol,7/14/2019,,4.05679025,9.784663875,13.801852916667,4.01718925,53.490134166667
Uzungol,7/15/2019,,3.9809909583333,7.996669,13.485309916667,5.4886407083333,46.541092782609
Uzungol,7/16/2019,,3.83178175,6.1406092083333,11.42588175,5.2852730833333,40.87599625
Uzungol,7/17/2019,,3.85655775,6.8666769166667,11.525329833333,4.6586516666667,44.342784208333
Uzungol,7/18/2019,,3.733755875,8.7843862916667,15.468124583333,6.6837380416667,38.122571125
Uzungol,7/19/2019,,,,,,
Uzungol,7/20/2019,,3.5994666666667,,,,61.075514166667
Uzungol,7/21/2019,,3.8207692916667,12.494050791667,17.070040458333,4.5759894583333,48.763683416667
Uzungol,7/22/2019,,3.9673874583333,12.429685625,16.600836,4.17114975,52.793226666667
Uzungol,7/23/2019,,3.8683332727273,12.254074541667,16.654229083333,4.40015375,53.440142083333
Uzungol,7/24/2019,,3.581003,10.85841125,14.966922166667,4.108509875,40.311041083333
Uzungol,7/25/2019,,3.3053579166667,8.5658852083333,12.486300875,3.92041525,48.275136375
Uzungol,7/26/2019,,3.5276362916667,9.0722770833333,13.813621083333,4.7413442083333,42.0628175
Uzungol,7/27/2019,,3.3669949583333,9.5406599166667,14.3938005,4.8531419166667,46.49002125
Uzungol,7/28/2019,,3.7399977916667,9.9335956666667,15.20835425,5.2747584583333,37.619469375
Uzungol,7/29/2019,,3.754977125,9.4786904583333,16.229770625,6.7510804166667,36.742434833333
Uzungol,7/30/2019,,4.5582727083333,12.2267765,17.361827416667,5.1350514583333,74.070004166667
Uzungol,7/31/2019,,3.7413747916667,10.044444208333,14.239661916667,4.1952179583333,45.572933666667
Uzungol,8/1/2019,,3.672461625,10.360651666667,14.424422916667,4.0637714166667,38.646031208333
Uzungol,8/2/2019,,3.617019625,7.6346017083333,10.896470916667,3.2618694583333,51.268774166667
Uzungol,8/3/2019,,3.6776739583333,9.4207224583333,12.643156083333,3.2224341666667,54.310804125
Uzungol,8/4/2019,,3.886426,8.7020152083333,12.410054625,3.708039,63.549535
Uzungol,8/5/2019,,3.7822849583333,8.6189970833333,11.823982541667,3.2049855,66.903604583333
Uzungol,8/6/2019,,4.0197982916667,10.020619541667,14.755198333333,4.7345780416667,46.640303333333
Uzungol,8/7/2019,,4.1474113333333,11.518251166667,17.986995958333,6.4687448333333,32.614783625
Uzungol,8/8/2019,,4.1109845,10.546182166667,15.12708675,4.5809045,42.07130375
Uzungol,8/9/2019,,3.8082657083333,8.395487875,12.961700083333,4.5662115416667,33.885149958333
Uzungol,8/10/2019,,3.6071069583333,7.5943935,12.118534208333,4.5241417916667,41.523327916667
Uzungol,8/11/2019,,3.721852,8.0586913333333,12.4913615,4.43267075,50.115089166667
Uzungol,8/12/2019,,3.1354522916667,11.216996125,16.913132125,5.6961357083333,53.148162916667
Uzungol,8/13/2019,,3.49100125,10.726572291667,16.671854125,5.9452820833333,42.535422333333
Uzungol,8/14/2019,,3.6581687916667,12.593782833333,21.742149541667,9.148366125,41.552128333333
Uzungol,8/15/2019,,3.83405925,15.079385458333,22.482818666667,7.403434125,54.37946875
Uzungol,8/16/2019,,3.5166741666667,10.266217541667,16.251408291667,5.98519025,32.756114166667
Uzungol,8/17/2019,,3.178770375,9.5910972916667,14.696609708333,5.1055132916667,47.484231666667
Uzungol,8/18/2019,,2.9381459166667,8.6942065,13.031184666667,4.3369769166667,39.827189291667
Uzungol,8/19/2019,,2.9972555909091,,,,40.885319291667
Uzungol,8/20/2019,,3.2785002916667,,,,29.777657125
Uzungol,8/21/2019,,3.9116960833333,,,,25.017703458333
Uzungol,8/22/2019,,3.9830727083333,,,,52.57471875
Uzungol,8/23/2019,,3.9907767083333,,,,43.598674166667
Uzungol,8/24/2019,,4.048504,,,,33.938564666667
Uzungol,8/25/2019,,4.09940375,,,,39.3807575625
Uzungol,8/26/2019,,4.171777375,,,,28.52640725
Uzungol,8/27/2019,,4.1919410416667,,,,34.509928958333
Uzungol,8/28/2019,,3.4976411666667,,,,42.92174275
Uzungol,8/29/2019,,4.0609134583333,,,,28.120917047619
Uzungol,8/30/2019,,3.799669875,,,,29.117236529167
Uzungol,8/31/2019,,3.5373594166667,,,,44.624377979167
Uzungol,9/1/2019,,3.2379600416667,,,,41.30931217619
Uzungol,9/2/2019,,3.7375678333333,,,,44.405905
Uzungol,9/3/2019,,3.9913478333333,,,,36.773552791667
Uzungol,9/4/2019,,4.0368659583333,,,,35.379090083333
Uzungol,9/5/2019,,3.9784350416667,,,,35.799525913043
Uzungol,9/6/2019,,4.0652450833333,,,,39.137726708333
Uzungol,9/7/2019,,3.43934325,,,,53.443599583333
Uzungol,9/8/2019,,3.50637825,,,,39.054982416667
Uzungol,9/9/2019,,3.9985425,,,,37.491960958333
Uzungol,9/10/2019,,4.3566509166667,,,,38.475122791667
Uzungol,9/11/2019,,4.458720625,,,,47.986485833333
Uzungol,9/12/2019,,4.45698825,,,,48.081897083333
Uzungol,9/13/2019,,4.4970214583333,,,,46.533596083333
Uzungol,9/14/2019,,4.422160625,,,,38.283628583333
Uzungol,9/15/2019,,4.38935875,,,,51.933158333333
Uzungol,9/16/2019,,4.3828729583333,,,,35.020129166667
Uzungol,9/17/2019,,4.36977125,,,,32.547830208333
Uzungol,9/18/2019,,4.4287385416667,,,,44.096637083333
Uzungol,9/19/2019,,4.757195375,,,,59.106820833333
Uzungol,9/20/2019,,4.70794725,,,,43.646176666667
Uzungol,9/21/2019,,4.4519679583333,,,,65.72632
Uzungol,9/22/2019,,4.5717460416667,,,,45.21280875
Uzungol,9/23/2019,,4.5589635652174,,,,28.1776865
Uzungol,9/24/2019,,4.053963875,,,,40.394670416667
Uzungol,9/25/2019,,5.5501172083333,,,,58.900404166667
Uzungol,9/26/2019,,4.623841125,,,,46.810130833333
Uzungol,9/27/2019,,4.7114167916667,,,,41.74990875
Uzungol,9/28/2019,,4.76762,,,,49.228009130435
Uzungol,9/29/2019,,4.7308959583333,,,,28.118086
Uzungol,9/30/2019,,4.6041192083333,,,,39.632537083333
Uzungol,10/1/2019,,4.692645375,,,,54.77985625
Uzungol,10/2/2019,,4.2463669166667,,,,62.31097625
Uzungol,10/3/2019,,4.8692010833333,,,,67.181225833333
Uzungol,10/4/2019,,4.942152875,,,,63.923682083333
Uzungol,10/5/2019,,5.1540099166667,,,,69.9833375
Uzungol,10/6/2019,,5.3343850833333,,,,62.699958333333
Uzungol,10/7/2019,,4.3974572083333,,,,43.321319166667
Uzungol,10/8/2019,,4.2972845833333,,,,43.147469166667
Uzungol,10/9/2019,,4.7248741666667,,,,44.001875416667
Uzungol,10/10/2019,,4.8433647916667,,,,40.985150416667
Uzungol,10/11/2019,,4.8231282916667,,,,39.35816
Uzungol,10/12/2019,,4.8802742083333,,,,46.312999583333
Uzungol,10/13/2019,,4.7710860833333,,,,40.593934583333
Uzungol,10/14/2019,,4.71941975,,,,52.303199166667
Uzungol,10/15/2019,,4.8860913333333,,,,57.455091666667
Uzungol,10/16/2019,,5.7362470833333,,,,58.00981625
Uzungol,10/17/2019,,8.3278499166667,,,,61.976315833333
Uzungol,10/18/2019,,5.6700604583333,,,,51.002486791667
Uzungol,10/19/2019,,4.9121293333333,,,,34.827038583333
Uzungol,10/20/2019,,,,,,36.949635333333
Uzungol,10/21/2019,,4.0237710434783,,,,30.727224791667
Uzungol,10/22/2019,,3.6240334166667,,,,52.752635416667
Uzungol,10/23/2019,,3.1331762083333,,,,26.4531185
Uzungol,10/24/2019,,2.728652625,,,,22.042990083333
Uzungol,10/25/2019,,3.0945788333333,,,,27.633870958333
Uzungol,10/26/2019,,2.9543560833333,,,,35.662221541667
Uzungol,10/27/2019,,3.2253380416667,,,,41.764560291667
Uzungol,10/28/2019,,2.9599208333333,,,,27.928719625
Uzungol,10/29/2019,,3.2260484347826,,,,35.109535416667
Uzungol,10/30/2019,,3.0662277916667,,,,35.677461416667
Uzungol,10/31/2019,,3.0350882916667,,,,37.668387916667
Uzungol,11/1/2019,,3.4177717083333,,,,23.114105625
Uzungol,11/2/2019,,3.467457,,,,31.395465416667
Uzungol,11/3/2019,,2.98622625,,,,41.608923333333
Uzungol,11/4/2019,,2.8946754166667,,,,45.808390416667
Uzungol,11/5/2019,,3.4691142916667,,,,45.965736666667
Uzungol,11/6/2019,,3.389871,,,,44.990280833333
Uzungol,11/7/2019,,3.451854875,,,,44.107625
Uzungol,11/8/2019,,3.76374025,,,,45.550001666667
Uzungol,11/9/2019,,3.7259197916667,,,,43.700095416667
Uzungol,11/10/2019,,3.8758891666667,,,,43.94478625
Uzungol,11/11/2019,,3.8803550416667,,,,47.230036666667
Uzungol,11/12/2019,,3.8442490454545,,,,45.341402727273
Uzungol,11/13/2019,,2.7924436666667,,,,46.453449166667
Uzungol,11/14/2019,,2.6464399166667,,,,45.586461666667
Uzungol,11/15/2019,,3.0893043333333,,,,43.290355
Uzungol,11/16/2019,,2.653935375,,,,42.2951475
Uzungol,11/17/2019,,2.7429126666667,,,,38.880365416667
Uzungol,11/18/2019,,2.767541,,,,40.840720454545
Uzungol,11/19/2019,,3.3871764166667,,,,45.12733875
Uzungol,11/20/2019,,3.554447375,,,,39.090108333333
Uzungol,11/21/2019,,2.9630285833333,,,,38.6780225
Uzungol,11/22/2019,,3.2715765833333,,,,36.457680416667
Uzungol,11/23/2019,,3.8384626666667,,,,38.275991666667
Uzungol,11/24/2019,,4.504411125,,,,43.113175833333
Uzungol,11/25/2019,,6.438287,,,,50.937577083333
Uzungol,11/26/2019,,6.2646992083333,,,,67.06502625
Uzungol,11/27/2019,,9.9090890833333,,,,70.8748
Uzungol,11/28/2019,,5.12181725,,,,43.996160833333
Uzungol,11/29/2019,,5.64683925,,,,68.683210833333
Uzungol,11/30/2019,,4.1283744166667,,,,51.268328333333
Uzungol,12/1/2019,,4.37038025,,,,55.462390833333
Uzungol,12/2/2019,,3.6550443333333,,,,50.15700125
Uzungol,12/3/2019,,3.4464862916667,,,,57.30691
Uzungol,12/4/2019,,3.067174625,,,,45.745140833333
Uzungol,12/5/2019,,2.7594979583333,,,,52.57956
Uzungol,12/6/2019,,2.7281814090909,,,,34.343192272727
Uzungol,12/7/2019,,3.0645732083333,,,,34.72647
Uzungol,12/8/2019,,3.4297998333333,,,,37.384104166667
Uzungol,12/9/2019,,3.3869752916667,,,,43.37018
Uzungol,12/10/2019,,3.6368024166667,,,,50.7031075
Uzungol,12/11/2019,,3.6519847916667,,,,51.989140833333
Uzungol,12/12/2019,,3.8262697916667,,,,53.287430833333
Uzungol,12/13/2019,,4.5050462083333,,,,54.1227275
Uzungol,12/14/2019,,5.1082827083333,,,,65.435692083333
